The Modern Lovers,The Modern Lovers,5BPCP7WSGBG4br2o4WRmd8
Talking Heads,More Songs About Buildings and Food,01RJdKvXyz515O37itqMIJ
The Who,A Quick One,6f4mqM3RNAfO1t6XeeUa8P
Bob Dylan,Love and Theft,6mdbwD2OEFexB0lPXoRofQ
Steely Dan,Pretzel Logic,2OUYJtDV6EmLkVyoHSuGIp
Wu Tang Clan,Enter the Wu_Tang 36 Chambers,3tQd5mwBtVyxCoEo4htGAV
Various Artists,The Indestructible Beat of Soweto,1DIr8JMRBnm1cZMYIGKb8t
Don Henley,The End of the Innocence,12lDqJuZIqMk6DNe1fInFl
The White Stripes,Elephant,6D9urpsOWWKtYvF6PaorGE
Jackson Browne,The Pretender,1AqUcQKtf2AQ6rFRKIBei8
The Beatles,Let It Be,0jTGHV5xqHPvEcwL8f6YU5
M.I.A.,Kala,23vvbZr2ZDlJNZftFAkCqO
Randy Newman,Good Old Boys,4UY90kcO4N9ZPBl4xPLvvU
LCD Soundsystem,Sound of Silver,1R8kkopLT4IAxzMMkjic6X
Roxy Music,For Your Pleasure,6gKMWnGptVs6yT2MgCxw29
Massive Attack,Blue Lines,5mAPk4qeNqVLtNydaWbWlf
ZZ Top,Eliminator,5LMGAYhn2ywaxGZdtmXGpw
Tom Waits,Rain Dogs,5bbb7E51zaDCuD85uLyFkK
Red Hot Chili Peppers,Californication,2Y9IRtehByVkegoD7TcLfi
Nas,Illmatic,3kEtdS2pH6hKcMU9Wioob1
Lynyrd Skynyrd,(pronounced 'leh-'nerd 'skin-'nerd),6DExt1eX4lflLacVjHHbOs
Dr. John,Dr. John's Gumbo,15jDv2HgLoilWgd4KWaLQn
Big Star,Radio City,3mtVgumHx6y9I2UvW4lUd5
PJ Harvey,Rid of Me,2fDJpBJhtloxzUENHlU9JB
The Clash,Sandinista,2UxN3UKyS3Z5r0Sra8A5RF
Sinead O'Connor,I Do Not Want What I Haven't Got,34hQFIwGTLf03BZQmGL0iy
The Doors,Strange Days,6v5IVMmY1IvWtbfnQoiFSf
Bob Dylan,Time Out of Mind,185DHT5SvszXRrezx3lOjt
Eric Clapton,461 Ocean Boulevard,73cxqemPE6sVoCkwRuPU6E
Wire,Pink Flag,4WXqZZ28geJSPtqLcCF56L
Minutemen,Double Nickels on the Dime,5viZ5HyYtV0wafK7DoXmgF
The Go Go's,Beauty and the Beat,1L4HE00En7eNK74voVZums
Van Halen,Van Halen,7DdEbYFPKTZ8KB4z6L4UnQ
Tom Waits,Mule Variations,7cAcex6xw4fP67ltgn1gm3
U2,Boy,3zVB99XMdbP9HTVNg0GJwV
Paul McCartney & Wings,Band on the Run,257oomaawruFknt5wYCPDh
Portishead,Dummy,4f8pX9Vjs9uU5aKjqDNcDO
The Crickets,The Chirping Crickets,1KfXNUbZrdwHMtkAGNBLBq
The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,0CoNLgOwcZGBUSwd9fAZuy
Diana Ross & The Supremes,Anthology,1lKYaRbV0AayVPss9i4oOp
Bruce Springsteen,The Rising,5v4Vx9loqMQCS3J7OmP9pa
Gram Parsons,Grievous Angel,6UQujMGmR5MbFsML9amCuN
Cheap Trick,Cheap Trick at Budokan,5ttDbNMKXczvp0Z8QRgKs6
Peter Wolf,Sleepless,0ku3S11VuwERVu81G7m0jv
The Police,Outlandos d'Amour,1H9g6j4Wwj6wh6p8YHVtkf
Brian Eno,Another Green World,6uoeezh45SYEb8lcT8gDTY
Vampire Weekend,Vampire Weekend,7JcfNKXoHSaog85a1hd4lx
PJ Harvey,"Stories From the City, Stories From the Sea",0hBWhJEmVyNPG2Jq71CJXz
Brian Eno,Here Come the Warm Jets,74jn28Kr29iyh8eZXSvnwi
George Harrison,All Things Must Pass,4I4xtHaIFOzhZfp1NIHkY6
,1 Record,1BumwwIEw1EC3xAHyf1ive
Nirvana,In Utero,6ohX7moZZnF1FwYrli1OJ6
Beck,Sea Change,1jqlahQiSw1r4Leg6IQp3S
Lil Wayne,Tha Carter III,5BGzOpea6At0Nd7tYtYZOP
The Cure,Boys Don't Cry,5ZO41aiZvwUanT9qKPcriR
Sam Cooke,"Live at the Harlem Square Club, 1963",3nTXqOEHr6AfTb1WSaB4Pm
The Pogues,Rum Sodomy & the Lash,2wRH4pcI8TIQFCK1MeByWO
Suicide,Suicide,5rOHrnrRomvSJhQLGVtfJ8
DEVO,Q Are We Not Men A We Are Devo,1u2Qni8cVRptDTaA00fmBC
Cheap Trick,In Color,2sXJQdHykPYcRQ7xFhwzMR
War,The World Is a Ghetto,4dlCo9nXo6FaEPALMLkeG5
Steve Miller Band,Fly Like an Eagle,0fjJOLqG3v7vXRYhz2wxPC
MC5,Back in the USA,67NkpPGMcxoIiumOW3oRpL
Stan GetzÊÊJoao GilbertoÊfeaturingÊAntonio Carlos Jobim,Getz  Gilberto,2W6Hvrtg2Zpc9dW4aBDbdP
The Police,Synchronicity,5W9OT0a5iZlBr83a9WMKFY
Jackson Browne,For Everyman,12X80pgkHSjMDgAAS0HBdr
Amy Winehouse,Back to Black,097eYvf9NKjFnv4xA9s2oV
John Prine,John Prine,5t4FHrIAHI8nolSAOBRgPp
EPMD,Strictly Business,2HOl8gDiGGpt7wsIDi9jy5
Alice Cooper,Love It to Death,6p7jHbG5Bd6z2JgfKx0um7
Los Lobos,How Will the Wolf Survive,5dl01XDIMXrmjJ22obqfhQ
Marvin Gaye,"Here, My Dear",1iVf41qWHZsAk9DwY43WnV
My Morning Jacket,Z,48Kac3ieDtt9OSp9Fm4g9e
Elton John,Tumbleweed Connection,03zfU3IwWmymKoaWnwFNaY
Hole,Live Through This,2Rwf2nPYZQ9aIe4QXACTC7
Public Image Ltd.,Metal Box,7oqZmz1TYZnCV6DNMwaGiX
R.E.M.,Document,6gMv3MgFlieOM6Uz5GZBzy
Echo and The Bunnymen,Heaven Up Here,29rkfL25uKOkVOhyr1CmXJ
Def Leppard,Hysteria,1ja2qzCrh6bZykcojbZs82
The Magnetic Fields,69 Love Songs,2js3lkzAjWpD656NK7ZaJX
Coldplay,A Rush of Blood to the Head,0RHX9XECH8IVI3LNgWDpmQ
Bruce Springsteen,Tunnel of Love,72RRhotXriHzviTvxoaw3j
The Paul Butterfield Blues Band,The Paul Butterfield Blues Band,785WNIAl2zC3OZ6XHjFaIG
Fugees,The Score,18XFe4CPBgVezXkxZP6rTb
L.L. Cool J,Radio,3AGMorE666prvzWaHGddKo
Richard & Linda Thompson,I Want to See the Bright Lights Tonight,1K1Qdd60pW48wEgWGQLeRt
George Michael,Faith,34K1Kvskt9arWy8E1Gz3Lw
The Smiths,The Smiths,6cI1XoZsOhkyrCwtuI70CN
Manu Chao,Proxima estacion Esperanza,4t1LLdXiWTfoywqricztFo
Elvis Costello & The Attractions,Armed Forces,3ZAHIjLdPoEmHGMCHtoMpq
The Notorious B.I.G.,Life After Death,7dRdaGSxgcBdJnrOviQRuB
Merle Haggard,Down Every Road,40Wi0Ej08sw9B4URIOabOI
Loretta Lynn,All Time Greatest Hits,6DLnBf2xooYa5UniuggpnD
Funkadelic,Maggot Brain,5p9GTYAPSgc5C1ck9ZbnMk
Raekwon,Only Built 4 Cuban Linx,7btiyhWzUfzxN3ijSiBpC8
D'Angelo,Voodoo,2lO9yuuIDgBpSJzxTh3ai8
Steve Earle,Guitar Town,3bEnaGjQRqfoqNkAQtO1Uy
Gang of Four,Entertainment,0DUGIaBZCKKPCqIBsRs9pV
Mott the Hoople,All the Young Dudes,3LdlOZcV0dp7ePBXe2KAGa
Pearl Jam,Vitalogy,5pd9B3KQWKshHw4lnsSLNy
"Earth, Wind & Fire",That's the Way of the World,5tXZfxvr2VaWibD74nw8VL
Cyndi Lauper,She's So Unusual,1FvdZ1oizXwF9bxogujoF0
Husker Du,New Day Rising,2eOu9QDLP2MoO04ZtII2Vm
KISS,Destroyer,59plsPcJYFlSA5ImekNQJ0
ZZ Top,Tres hombres,0Em8m9kRctyH9S3MTXAHvY
Albert King,Born Under a Bad Sign,0Ez9S8Dhzr1fa6ZCkcIJiR
Eurythmics,Touch,40DMb38Z4n5ylfz4n29qt0
Wilco,Yankee Hotel Foxtrot,0rPtXOMN42nsLDiShvGamv
MGMT,Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv
Bonnie Raitt,Give It Up,6ry5iI1ik4H2DvoiWhluYh
Boz Scaggs,Boz Scaggs,7DysI4j6UqK00RTfETKXqs
The White Stripes,White Blood Cells,6Xvc1TfpVEhDeHhmTQEtp0
The Stone Roses,The Stone Roses,0um9FI6BLBldL5POP4D4Cw
B.B. King,Live in Cook County Jail,3mCS3cMduOlki845XA4gDZ
OutKast,Aquemini,5ceB3rxgXqIRpsOvVzTG28
